x,y,tleaf_of_bt,vsl_bt,vsl_nt,alpha,nmass_bt,nmass_nt,tupp,mort_base_bt,mort_base_nt,alpha_red_bt,alpha_red_nt,crwn_area0_bt,crwn_area0_nt,lai_bal0_bt,lai_bal0_nt,phi_a,phi_l,rootd,f0,nsw,hs_sw,mass0,startyear,endyear,scenario,ensemble,id
251500,353500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP80
260500,349500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP81
314500,342500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP82
316500,342500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP83
298500,336500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP84
299500,336500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP85
303500,325500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP86
285500,312500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP87
300500,295500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP88
300500,289500,271,7,18.15,0.08,0.02,0.0115,37,0.04,0.00736754296873213,0.04,0.0418260621329854,0.4,0.11509695579442,0.6,0.169367688861862,0.5,0.25,1.8,0.875,0.0083,0.5,0.044150884205278,1973,2018,26,6,REDHARP89
